ar,"<li class=""special""> Step 5 of 5 </li>",الخطوة 5 من 5
ar,A Reminder Letter has been sent to the participants.,تم إرسال تذكير للمشاركين
ar,Accountability,المساءلة
ar,Actions,أفعال
ar,Add,إضافة
ar,Add Participant,إضافة مشارك
ar,Add coupon,إضافة كوبون
ar,Add information on Participants who will complete the diagnostic.,قم بإضافة معلومات عن المشاركين في القياس
ar,Additional Report Options,خيارات إضافية للتقارير
ar,Address,العنوان
ar,"After clicking the FINISH button, your diagnostic will be submitted and you will not be able to modify your responses.","بعد الضغط على زر ""إنهاء""، سوف يتم إرسال إجاباتك ولن تتمكن من تعديلها."
ar,Alignment,وحدة الصف
ar,Already finished,تم الانتهاء منه
ar,Alternate Contact Email,بريد الكتروني إضافيّ للتواصل
ar,Alternate email address to be used for all notifications for this order. This can be used for another person working on this Diagnostic report with you.,بريد الكتروني إضافيّ سيتم إرسال جميع الإشعارات إليه فيما يخص هذا القياس، ويمكن استخدامه لشخص آخر يعمل معك على هذا تقرير القياس. 
ar,Annual Revenue,العائد السنوي
ar,Apply code to team:,تنفيذ الكوبون لهذا الفريق
ar,Apply coupon code to Diagnostic report.,تنفيذ رمز الكويون لتقرير هذا القياس
ar,Apr [abbreviated month],أبريل
ar,April [month],أبريل
ar,Are you sure you want to delete this participant?,هل أنت متأكد من حذف هذا الاسم من قائمة المشاركين في القياس؟
ar,Are you sure you want to remove this from the translations?,هل أنت متأكد من حذف هذا من الترجمة؟
ar,Are you sure?,هل أنت متأكد؟
ar,As you want it to appear on correspondence and in the report.,ما تريده أن يظهر في التقرير والمراسلات
ar,Aug [abbreviated month],أغسطس
ar,August [month],أغسطس
ar,Back, رجوع
ar,Begin Assessment,البدء بالقياس
ar,Bulk Add Members,إضافة مجموعة مشاركين دفعة واحدة
ar,Camaraderie,الألفة
ar,Communication,الاتصال
ar,Company Name, اسم الشركة
ar,Complete Diagnostic,إكمال القياس
ar,Completed,مكتمل
ar,Completed Assessments,القياسات/التقييمات المكتملة
ar,Completed Diagnostics,القياسات المكتملة
ar,Completed:,اكتمل
ar,Completely Describes,الوصف منطبق بشكل كامل
ar,Completion Deadline,يتم إكمال القياس قبل
ar,Congratulations! All Participants have completed the Organization View Diagnostic.,تهانينا! لقد أكمل جميع المشاركين قياس أورجنايزايشن فيو™.
ar,Congratulations! All Participants have completed the Team 360 View Diagnostic.,تهانينا! لقد أكمل جميع المشاركين قياس تيم 360 فيو™.
ar,Congratulations! All Participants have completed the Team Leader View Diagnostic.,تهانينا! لقد أكمل جميع المشاركين قياس تيم ليدر فيو™.
ar,Congratulations! All Team Members have completed the Team Diagnostic Assessment.,تهانينا! لقد أكمل جميع أعضاء الفريق قياس تيم داياجنوستيك™
ar,Constructive Interaction,التفاعل البنّاء
ar,Cover Letter,رسالة الدعوة
ar,Create New Report,تصميم تقرير جديد
ar,Customize Your Report,تخصيص تقريرك
ar,DO NOT FORWARD THIS EMAIL,برجاء عدم تحويل هذه الرسالة لشخص آخر
ar,Dashboard,لوحة التحكم
ar,Days Left,الأيام المتبقية
ar,Dear,  عزيزي
ar,Dec [abbreviated month],ديسمبر
ar,December [month],ديسمبر
ar,Decision Making,اتخاذ القرار
ar,Default Language,اللغة الافتراضية
ar,Default Language for each participant will be set automatically to the language specified here unless modified during team member setup.,سيتم تعيين اللغة الافتراضية لكل مشارك تلقائيا إلى اللغة المحددة هنا، ويمكن تعديلها أثناء إدخال بيانات أعضاء الفريق.
ar,Default Time Zone,المنطقة الزمنية الافتراضية
ar,Delete,إلغاء
ar,Delete Diagnostic,إلغاء القياس
ar,Delete Image,حذف الصورة
ar,Delete this Team Member,إلغاء هذا الاسم من قائمة أعضاء الفريق
ar,Deploy,إرسال القياس
ar,Deploy Diagnostic,إرسال القياس
ar,Deployed,تاريخ الإرسال
ar,Deployed:,تم إرسال القياس
ar,Description,توضيح/شرح
ar,Description of<br/> Scenario,شرح/توضيح سيناريو الفريق
ar,Designate Participants,تعيين المشاركين
ar,Diagnostic,القياس
ar,Diagnostic Question:,سؤال القياس
ar,Diagnostic Reminder Email,البريد الالكتروني التذكيريّ بالقياس
ar,Diagnostic Type,نوع القياس
ar,Does not Describe,الوصف لا ينطبق أبداً
ar,Download the report here:,يمكنك تنزيل التقرير من هنا:
ar,Due,تاريخ التسليم المحدد
ar,Due:,تاريخ التسليم المحدد
ar,Edit,تعديل
ar,Edit Cover Letter,تعديل رسالة الدعوة
ar,Edit Open-Ended Questions,تعديل الأسئلة المفتوحة
ar,Edit Participant Details,تعديل معلومات المشارك/المشاركين
ar,Edit Report,التعديل على التقرير
ar,Edit this Team Member,تعديل هذا العضو
ar,Edit this Team Member's Answers,تعديل على إجابات هذا العضو
ar,Email,البريد الالكتروني
ar,Email ALL Participants Completed,إرسال بريد الكتروني لجميع المشاركين الذين أكملوا القياس
ar,Email ALL Participants Not Started,إرسال بريد الكتروني لجميع المشاركين الذين لم يبدأوا القياس
ar,Email Address,عنوان البريد الإلكتروني
ar,Email Participants,مراسلة المشاركين
ar,End,تاريخ الانتهاء
ar,Enter your email address to login,أدخل بريدك الإلكتروني لتسجيل الدخول
ar,Enter your email address to login.,أدخل بريدك الإلكتروني لتسجيل الدخول. 
ar,Facilitator,الميسّر
ar,Feb [abbreviated month],فبراير
ar,February [month],فبراير
ar,Fill in information and click 'Add Participant' to build your list.,اكتب المعلومات ثم اضغط على (إضافة مشارك) لبناء قائمتك
ar,Finish, إنهاء
ar,First Name,الاسم الأول
ar,Fri [abbreviated weekday],الجمعة
ar,Friday [weekday],الجمعة
ar,Functional Area,المجال الوظيفي للفريق
ar,General Profile Information,المعلومات العامة للملف الشخصي
ar,General Report Information,المعلومات العامة للتقرير
ar,Generate Report,إنشاء التقرير
ar,Goals & Strategies,الأهداف والاستراتيجيات
ar,Have you added the Alternate Contact Email and/or Coupon Code?,هل قمت بإضافة البريد الالكتروني الإضافيّ و/أو رمز الكوبون
ar,Have you completed adding members for now?,هل أكملت إضافة أعضاء الفريق الآن؟
ar,Hide Participant List from participants,حجب قائمة المشاركين عن المشاركين أنفسهم
es,When,Cuando
ar,High Positivity,إيجابية أعلى
ar,High Productivity,إنتاجية أعلى
ar,"However since your team has finished early, please let us know if you would like to have your report generated at this time.",بما أن فريقك أتم القياس مبكراً، برجاء دعنا نعرف ما إذا كنت تريد إصدار تقريرك في هذا الوقت.
ar,"If you want
    questions in another language, please translate them here.",إذا كنت تريد إضافة أسئلة بلغة مختلفة، فنرجو إضافتها هنا
ar,"If your e-mail system will not allow you to click through to the Diagnostic, please copy the following link and paste it into your Web browser address bar.",إذا كان نظام بريدك الالكتروني لا يسمح لك بالانتقال إلى القياس من خلال النقر على الرابط، نرجو القيام بنسخ الرابط التالي ولصقه في شريط عنوان مستعرض الويب الخاص بك.
ar,"If your e-mail system will not allow you to click through to the Team Assessment, please copy the following link and paste it into your Web browser address bar.",إذا كان نظام بريدك الالكتروني لا يسمح لك بالانتقال إلى قياس (تشخيص الفريق) من خلال النقر على الرابط، نرجو القيام بنسخ الرابط التالي ولصقه في شريط عنوان مستعرض الويب الخاص بك.
ar,Individual or Team Type,نوع الفريق أو الشخص
ar,Individual/Team/Org Logo,شعار الشركة/الفريق/الشخص
ar,Individual/Team/Org Name,اسم الشركة/ الفريق/ الشخص
ar,Industry,صناعة الشركة
ar,Invalid Login.,تسجيل دخول غير صالح
ar,It appears you've already started the diagnostic. You're now viewing the next question you need to answer.,يبدو أنك قد بدأت القياس بالفعل، والآن يتم عرض السؤال التالي الذي يحتاج منك إلى إجابة.
ar,"It automatically defaults to the time zone in your user profile. If your team is in a different time zone,",لقد تم وضع المنطقة الزمنية تلقائيا وفق التوقيت الافتراضي في ملف تعريف المستخدم. إذا كان فريقك في منطقة زمنية مختلفة،
ar,Jan [abbreviated month],يناير
ar,January [month],يناير
ar,Jul [abbreviated month],يوليو
ar,July [month],يوليو
ar,Jun [abbreviated month],يونيو
ar,June [month],يونيو
ar,Language,اللغة
ar,Last Login,آخر دخول
ar,Last Name,الاسم الأخير
ar,Logged in as,تم تسجيل الدخول باسم
ar,Logged in as Saad Alhamidi.,تم تسجيل الدخول باسم Saad Alhamidi
ar,Login,تسجيل الدخول
ar,Logout,تسجيل الخروج
ar,Low Positivity,إيجابية أقل
ar,Low Productivity,إنتاجية منخفضة
ar,Mar [abbreviated month],مارس
ar,March [month],مارس
ar,May [abbreviated month],مايو
ar,May [month],مايو
ar,Member successfully updated.,تم تحديث بيانات العضو بنجاح
ar,Mon [abbreviated weekday],الاثنين
ar,Monday [weekday],الاثنين
ar,My Profile,ملف التعريف الخاص بي
ar,NOTE: The Team Time Zone drives when the auto-deployment occurs.,الملاحظة: يتم اعتماد المنطقة الزمنية للفريق عندما يتم إعدادات إرسال الفريق للإرسال التلقائي
ar,Name,الاسم
ar,Next &gt;&gt;&gt;,التالي >>> 
ar,Next Question,السؤال التالي
ar,No Participants have been added.,لم يتم إضافة أي مشاركين
ar,No Recent Activity.,لا يوجد أنشطة سابقة
ar,No current open-ended questions have been selected.,لم يتم اختيار أسئلة مفتوحة.
ar,Not Deployed,لم يتم إرساله
ar,Not Started,لم يبدأ القياس
ar,"Note: Once you have ordered the Report, you can preview, customize pagination, modify language options and download the final version as many times as needed.",عندما تقوم بطلب التقرير: يمكنك معاينته، وتخصيص ترتيب الصفحات، وتغيير خيارات اللغة، وتنزيل النسخة النهائية، وذلك بعدد المرات التي تشاء ودون حد.
ar,Notifications,الإشعارات
ar,"Notify me on events (Reports, Exports, etc.)",أرجو إشعاري بالأحداث (تقارير، إنشاء تقارير، إلخ).
ar,Notify me when a Team is Completed,أشعرني عندما يكمل الفريق تعبئة القياس
ar,Nov [abbreviated month],نوفمبر
ar,November [month],نوفمبر
ar,Oct [abbreviated month],أكتوبر
ar,October [month],أكتوبر
ar,Only enter if you want this on your invoices and receipts,الرجاء إدخال هذه البيانات فقط إذا كنت تريد ذكرها في الفواتير والإيصالات
ar,Open-Ended Question List,قائمة الأشئلة المفتوحة
ar,Open-Ended Questions,الأسئلة المفتوحة
ar,Optimism,التفاؤل
ar,Order Reports,طلب التقارير
ar,Organization View Diagnostic Complete,اكتمل قياس أورجنايزايشن فيو™.
ar,Organization View Diagnostic Email,البريد الالكتروني لقياس أورجنايزايشن فيو
ar,Other,أخرى
ar,Participant Email,البريد الالكتروني للمشارك
ar,Participant Privacy,خصوصية المشارك
ar,Participants,المشاركون
ar,Phone,رقم الهاتف
ar,"Please choose your Open-Ended Questions from the list below. Each custom
    question should be no more than 160 characters with spaces.  Once the
    assessment is deployed, your questions cannot be changed.",الرجاء اختيار الأسئلة المفتوحة من القائمة أدناه، مع العلم أن كل سؤال يجب ألا تتعدى كلماته والفراغات بينها عدد 160 حرفاً، كما أنه لن تتمكن من تعديل هذه الأسئلة بعد إرسال القياس. 
ar,Please contact,أرجو التواصل مع
ar,Please contact:,أرجو التواصل مع: 
ar,Please make sure to capture the entire link as it may break into two lines during the e-mail translation.,يرجى التأكد من نسخ الرابط بأكمله لأنه قد ينقسم إلى سطرين بسبب ترجمة البريد الإلكتروني.
ar,Preview,معاينة
ar,Previous Question, السؤال السابق
ar,Proactive,المبادرة
ar,Questions Completed,سؤالاً تمت إجابته 
ar,Questions that will appear for this Team,الأسئلة التي ستظهر لهذا الفريق
ar,Recent Activity,الأنشطة الأخيرة
ar,Remaining Assessments, التقييمات المتبقية
ar,Remaining Diagnostics,القياسات المتبقية
ar,Reminder Letter,الرسالة التذكيرية
ar,Report,تقرير
ar,Report Ready,التقرير جاهز
ar,Report Status Change,تقرير بتغيير الحالة
ar,Report is being generated and will be e-mailed when complete.,التقرير تحت الإنشاء وسوف يتم إرسال بريد الكرتوني عند اكتماله.
ar,Reset Filters,إعادة تعيين المرشحات
ar,Resources, الموارد
ar,Respect,الاحترام
ar,Role,الدور
ar,Sat [abbreviated weekday],السبت
ar,Saturday [weekday],السبت
ar,Save,حفظ
ar,Save Your Profile,حفظ ملفك الشخصي
ar,Save and Exit, حفظ وخروج
ar,Saving Response...,يتم حفظ الإجابة...
ar,Search,بحث
ar,Secondary Email,بريد الكتروني إضافي
ar,Send Auto-Reminder on,إرسال تذكير تلقائي في
ar,Send Diagnostic on,إرسال القياس في
ar,Send Reminders,"إرسال التذكير
"
ar,Send me full XLS exports,قم بإرسال تقارير كاملة بصيغة إكسل
ar,Sep [abbreviated month],سبتمبر
ar,September [month],سبتمبر
ar,Show Participant List to participant,إظهار قائمة المشاركين لكل مشارك
ar,Show Participant List to participants,إظهار قائمة المشاركين للمشاركين أنفسهم
ar,Start the Diagnostic, بدء القياس
ar,Status,الحالة
ar,Successfully logged out.,تم تسجيل الخروج بنجاح
ar,Summary for,موجز لـ
ar,Sun [abbreviated weekday],الأحد
ar,Sunday [weekday],الأحد
ar,Tax ID No.,رقم البطاقة الضريبية.
ar,Team 360 View Diagnostic,قياس تيم 360 فيو
ar,Team 360 View Diagnostic Complete,اكتمل قياس تيم 360 فيو™
ar,Team 360 View Diagnostic Email,البريد الالكتروني لقياس تيم 360 فيو
ar,Team Assessment Email, البريد الإلكتروني الخاص بتقييم الفريق
ar,"Team Coaching International welcomes you to the ""dashboard"" where
    you will manage the information, status, and activities for the each of the Reports you create.","يرحب بك تيم كوتشينج إنترناشيونال في ""لوحة التحكم"" حيث يمكنك إدارة المعلومات، والحالة، والأنشطة المتعلقة بكل التقارير التي قمت بإنشائها."
ar,Team Diagnostic,قياس تيم داياجنوستيك™
ar,Team Diagnostic Email,إرسال قياس تيم داياجنوستيك™
ar,Team Leader View Diagnostic,قياس تيم ليدر فيو
ar,Team Leader View Diagnostic Complete,اكتمل قياس تيم ليدر فيو™
ar,Team Leader View Diagnostic Email,إرسال قياس تيم ليدر فيو™
ar,Team Leadership,قيادية الفريق
ar,Team Members,أعضاء الفريق
ar,Team successfully updated.,تم تحديث بيانات الفريق بنجاح
ar,Template Letters,نماذج الرسائل
ar,Thank you,شكراً لك
ar,Thank you for using the Organization View Diagnostic.,نشكركم على استخدام قياس أورجنايزايشن فيو™.
ar,Thank you for using the Team 360 View Diagnostic.,نشكركم على استخدام قياس تيم 360 فيو™.
ar,Thank you for using the Team Diagnostic Assessment.,نشكركم على استخدام قياس تيم داياجنوستيك™.
ar,Thank you for using the Team Diagnostic.,نشكركم على استخدام قياس تيم داياجنوستيك™.
ar,Thank you for using the Team Leader View Diagnostic.,نشكركم على استخدام قياس تيم ليدر فيو™.
ar,Thanks for creating your account,شكراً لك على إنشاء حسابك
ar,Thanks for creating your account.,شكراً لك على إنشاء حسابك. 
ar,Thanks for your participation.,نشكركم على مشاركتكم.
ar,The Diagnostic has been deployed to the participants.,تم إرسال القياس للمشاركين
ar,The Diagnostic has been reverted to 'Deployed'.,"لقد تم تغيير حالة القياس إلى ""تم إرسال القياس"""
ar,The Diagnostic has ended.,تم إنهاء القياس
ar,The Organization View Diagnostic generated report you requested is ready for,تقرير أورجنايزايشن فيو™ الذي قمت بطلبه وتم إنشاؤه، هو جاهز لـ
ar,The Team 360 View Diagnostic generated report you requested is ready for,تقرير تيم 360 فيو™ الذي قمت بطلبه وتم إنشاؤه، هو جاهز لـ
ar,The Team Diagnostic generated report you requested is ready for,تقرير تيم داياجنوستيك™ الي قمت بطلبه وتم إنشاؤه، هو جاهز لـ
ar,The Team Leader View Diagnostic generated report you requested is ready for,تقرير تيم ليدر فيو™ الذي قمت بطلبه وتم إنشاؤه، هو جاهز لـ
ar,The date for completing the Diagnostic.,تاريخ إكمال القياس
ar,The date/time a Reminder Letter will be sent to Participants.,تاريخ ووقت إرسال رسالة تذكيرية للمشاركين
ar,The date/time the Diagnostic will be sent to Participants.,تاريخ ووقت إرسال رسالة طلب المشاركة في القياس للمشاركين
ar,The diagnostic invitation has been resent.,قد تمت إعادة إرسال الدعوة
ar,There were problems with the following fields:,هناك مشكلات في الخانات التالية:
ar,This Diagnostic has already been completed.,تم إكمال هذا القياس.
ar,"This address will automatically populate the billing address fields in the Order section, when it comes time to generate / pay for your reports.",سوف يتم استخدام هذا العنوان البريدي في خانات العنوان بالفواتير في جزء الطلبات، وذلك عندما يأتي الوقت لإصدار التقارير والدفع مقابلها. 
ar,"This email will be CCd for report generation, etc.",سيتم إرسال صورة لهذا البريد الالكتروني في جميع المراسلات (مثل رسائل الإشعار بإصدار التقارير وغيرها من المراسلات).
ar,This image will appear on the Report Cover and on the Introduction to the Team Results report page.,سوف تظهر هذه الصورة في الصفحة الأولى من التقرير وفي مقدمته.
ar,This is to notify you of a change in status with your Organization View Diagnostic report.,هذا لإشعارك بتغيير في حالة تقرير لقياس أورجنايزايشن فيو™.
ar,This is to notify you of a change in status with your Team 360 View Diagnostic report.,هذا لإشعارك بتغيير في حالة تقرير لقياس تيم 360 فيو™.
ar,This is to notify you of a change in status with your Team Diagnostic report.,هذا لإشعارك بتغيير في حالة تقرير لقياس تيم داياجنوستيك™.
ar,This is to notify you of a change in status with your Team Leader View Diagnostic report.,هذا لإشعارك بتغيير في حالة تقرير لقياس تيم ليدر فيو™.
ar,This is to notify you of a change in status with your Team.,هذا لإشعاركم بتغيير في وضع فريقكم.
ar,"This letter is sent via email to introduce the Participants to the 
  Diagnostic. Click inside the box and scroll to make edits. When
  you are finished, click 'Next'",هذه الرسالة سيتم إرسالها عبر البريد الالكتروني كمقدمة للمشاركين عن القياس، اضغط داخل المساحة أدناه لتقوم بالتعديلات المناسبة، وعندما تنتهي الرجاء الضغط على علامة تبويب (التالي)
ar,"This letter is sent via email to remind the Participants to take the 
  Diagnostic. Click inside the box and scroll to make edits. When
  you are finished, click 'Next' below.",هذه الرسالة سيتم إرسالها عبر البريد الالكتروني كتذكير للمشاركين بإتمام القياس، اضغط داخل المساحة أدناه لتقوم بالتعديلات المناسبة، وعندما تنتهي الرجاء الضغط على علامة تبويب (التالي)
ar,Thu [abbreviated weekday],الخميس
ar,Thursday [weekday],الخميس
ar,Time Zone,المنطقة الزمنية
ar,Title,المسمى الوظيفي
ar,To our homepage,الانتقال إلى صفحتنا الرئيسية
ar,"To use the dashboard, you can either click on an existing Report in ""Your Current Reports"" tab to see the status and manage team
    activities, or click the Create a New Report tab and fill out the appropriate information.","لاستخدام لوحة التحكم، يمكنك النقر على أحد التقارير الموجودة في علامة تبويب ""تقاريرك الحالية"" لمعرفة حالة وإدارة أنشطة فريق، أو انقر فوق علامة تبويب إنشاء تقرير جديد وكتابة المعلومات المطلوبة."
ar,Total Assessments,مجموع القياسات/التقييمات
ar,Total Diagnostics,مجموع القياسات
ar,Trouble logging in?,هل لديك مشاكل في الدخول؟
ar,Trust,الثقة
ar,Tue [abbreviated weekday],الثلاثاء
ar,Tuesday [weekday],الثلاثاء
ar,Type,النوع
ar,Type coupon code here.,اكتب رمز الكوبون هنا
ar,Type your own custom question here.,اكتب السؤال الجديد هنا
ar,Undo Complete,فكّ وإبطال حالة إكمال القياس
ar,Values Diversity,تقدير التنوّع/الاختلاف
ar,View All Activity,مشاهدة جميع الأنشطة
ar,Wed [abbreviated weekday],الاربعاء
ar,Wednesday [weekday],الاربعاء
ar,Welcome, مرحبا
ar,Welcome to the, مرحبا بك في
ar,Welcome to the Organization View Diagnostic,مرحبا بك في قياس أورجنايزايشن فيو™
ar,Welcome to the Team 360 View Diagnostic,مرحبا بك في قياس تيم 360 فيو™
ar,Welcome to the Team Diagnostic,مرحبا بك في قياس تيم داياجنوستيك™
ar,Welcome to the Team Diagnostic Assessment, مرحبا في قياس تيم داياجنوستيك™
ar,Welcome to the Team Leader View Diagnostic,مرحبا بك في قياس تيم ليدر فيو™
ar,When,متى؟
ar,Will NOT appear on correspondence or in the report unless used as part of Individual/Team/Org Name above.,لن يظهر في المراسلات أو في التقرير ما لم يتم تضمينه في اسم الفرد / الفريق / الشركة أعلاه.
ar,You have already completed your diagnostic.  Thanks for your participation.,لقد قمتَ سابقاً بإكمال القياس، شكراً لمشاركتك.
ar,You have chosen to automatically Deploy the Organization View Diagnostic Diagnostic on,لقد فمت باختيار الإرسال التلقائي لقياس أورجنايزايشن فيو™ في
ar,You have chosen to automatically Deploy the Team 360 View Diagnostic Diagnostic on,لقد فمت باختيار الإرسال التلقائي لقياس تيم 360 فيو™ في
ar,You have chosen to automatically Deploy the Team Diagnostic Diagnostic on,لقد فمت باختيار الإرسال التلقائي لقياس تيم داياجنوستيك™ في
ar,You have chosen to automatically Deploy the Team Leader View Diagnostic Diagnostic on,لقد قمت باختيار أن يتم إرسال قياس تيم ليدر فيو™ بشكل تلقائي في
ar,You have chosen to automatically send a Reminder on,لقد قمت باختيار أن يتم إرسال التذكير بشكل تلقائي في
ar,You have completed the diagnostic.,لقد أكملت القياس.
ar,Your Team Diagnostic has been Deployed.  Check back here regularly for status.,لقد تم إرسال قياس تيم داياجنوستيك™، تأكد هنا لاحقاً وبشكل منتظم لتتأكد من حالة القياس. 
be,Apr [abbreviated month],Крс
be,April [month],Красавік
ar,"You may Send Reminders to encourage the team to complete the Diagnostic by clicking the ""Send Reminders"" button below. Reminders will be sent to all members who have not yet completed and will contain a link to their Organization View Diagnostic.","يمكنك إرسال تذكير أو أكثر لتشجيع المشاركين على إكمال القياس، وذلك بالضغط على علامة تبويب(إرسال تذكير) أدناه. 
وسيتم إرسال التذكير لجميع المشاركين الذين لم يكملوا القياس حتى الآن، وسيتضمن التذكير رابطاً لقياس أورجنايزايشن فيو™. "
ar,"You may Send Reminders to encourage the team to complete the Diagnostic by clicking the ""Send Reminders"" button below. Reminders will be sent to all members who have not yet completed and will contain a link to their Team 360 View Diagnostic.","يمكنك إرسال تذكير أو أكثر لتشجيع المشاركين على إكمال القياس، وذلك بالضغط على علامة تبويب(إرسال تذكير) أدناه. 
وسيتم إرسال التذكير لجميع المشاركين الذين لم يكملوا القياس حتى الآن، وسيتضمن التذكير رابطاً لقياس تيم 360 فيو™. "
ar,"You may Send Reminders to encourage the team to complete the Diagnostic by clicking the ""Send Reminders"" button below. Reminders will be sent to all members who have not yet completed and will contain a link to their Team Diagnostic.","يمكنك إرسال تذكير أو أكثر لتشجيع المشاركين على إكمال القياس، وذلك بالضغط على علامة تبويب(إرسال تذكير) أدناه. 
وسيتم إرسال التذكير لجميع المشاركين الذين لم يكملوا القياس حتى الآن، وسيتضمن التذكير رابطاً لقياس تيم داياجنوستيك™. "
ar,can't be blank,لا يمكن أن يكون فارغاً
ar,coupons,كوبونات
ar,for Non Profit pricing.,لأسعار المنظمات غير الربحية
ar,has just completed the Organization View Diagnostic., أكملـ(ت) قياس أورجنايزايشن فيو™ منذ لحظات.
ar,"You may Send Reminders to encourage the team to complete the Diagnostic by clicking the ""Send Reminders"" button below. Reminders will be sent to all members who have not yet completed and will contain a link to their Team Leader View Diagnostic.","يمكنك إرسال تذكير أو أكثر لتشجيع المشاركين على إكمال القياس، وذلك بالضغط على علامة تبويب(إرسال تذكير) أدناه. 
وسيتم إرسال التذكير لجميع المشاركين الذين لم يكملوا القياس حتى الآن، وسيتضمن التذكير رابطاً لقياس تيم ليدر فيو™. "
ar,You may choose to manually Deploy the Organization View Diagnostic now:,يمكنك اختيار أن يتم إرسال قياس أورجنايزايشن فيو™ وذلك بشكل يدوي الآن:
ar,You may choose to manually Deploy the Team 360 View Diagnostic now:,يمكنك اختيار أن يتم إرسال قياس تيم 360 فيو™ وذلك بشكل يدوي الآن:
ar,You may choose to manually Deploy the Team Diagnostic now:,يمكنك اختيار أن يتم إرسال قياس تيم داياجنوستيك™ وذلك بشكل يدوي الآن:
ar,You may choose to manually Deploy the Team Leader View Diagnostic now:,يمكنك اختيار أن يتم إرسال قياس تيم ليدر فيو™ بشكل يدوي الآن:
